George Fisher,1,Americathon
Richard Rossington,1,Americathon
Regis Cordic,1,Americathon
Michael Mark,1,Funny Girl
Mark Maskin,1,Funny Girl
Ted Bartsch,1,Absence of Malice
Ann E. Wile,1,Willie & Phil
Valerian Smith,1,Hard Times
Jay Leno,1,Americathon
Kal Isaacs,1,Blazing Saddles
George Pentecost,1,All the President's Men
Natasha Ryan,1,Boulevard Nights
Warren Berlinger,1,Harry and Walter Go to New York
Jim Dandy,1,Sgt. Pepper's Lonely Hearts Club Band
David Chow,1,The Wrecking Crew
Linda Cremeans,1,Thank God It's Friday
Jane Axell,1,The Love Machine
Andy Warhol,1,Tootsie
George Peppard,1,Pendulum
Andrew Robinson,1,The Drowning Pool
Larry McCormick,1,The Love Machine
Pat Tribble,1,Funny Girl
Ronny Graham,1,History of the World: Part I
Chief Dan George,1,Americathon
Alan White,1,Sgt. Pepper's Lonely Hearts Club Band
Tracee Lyles,1,The New Centurions
Michael Luna,1,Boulevard Nights
Eddie Smith,1,Blazing Saddles
Beverly Cole,1,Funny Girl
Etta James,1,Sgt. Pepper's Lonely Hearts Club Band
Peter Donat,1,The China Syndrome
Gene Callahan,1,Funny Girl
Warren Selko,1,The Frisco Kid
Max Mellinger,1,Funny Girl
Madeline Moroff,1,Willie & Phil
Trudy Lane,1,The China Syndrome
Zane Buzby,1,Americathon
Peggy Miller,1,Doctors' Wives
Andrea Howard,1,Thank God It's Friday
John Larch,1,The Wrecking Crew
Ken Gale,1,Wrong Is Right
Gilchrist Stuart,1,"Hook, Line and Sinker"
Zeno Nahayevsky,1,Firefox
Ann Doran,1,The Gumball Rally
Philip de Firmian,1,Bob & Carol & Ted & Alice
Marie Cain,1,The Best of Times
Mary Ann Brownlee,1,Scarecrow
Zale Kessler,1,History of the World: Part I
Paul Merriman,1,Fools' Parade
Tiffany Kinney,1,Exorcist II: The Heretic
Lee Steele,1,Three Days of the Condor
John Hostetter,1,The In-Laws
Haydee Marino,1,"Hook, Line and Sinker"
Lee Chirillo,1,The Yakuza
Cassandra Danz,1,Tootsie
Jay Ross,1,Americathon
Robert Culp,1,Bob & Carol & Ted & Alice
Annabelle Garth,1,The Love Machine
Johnny Perez,1,Cisco Pike
Debra Winger,1,Thank God It's Friday
Richard Perlmutter,1,The Electric Horseman
William Joseph Arno,1,The Stunt Man
Mark Lonow,1,Thank God It's Friday
David Gant,1,Firefox
John Friedrich,1,Thank God It's Friday
Cara Peters,1,The Wrecking Crew
Michele Lee,1,The Comic
Mike Cottrell,1,History of the World: Part I
Gregory Camillucci,1,Tootsie
Colin Dangaard,1,Capricorn One
Leon Frederick,1,Blume in Love
Anne Waldman,1,Renaldo and Clara
Hank Williams Jr.,1,Sgt. Pepper's Lonely Hearts Club Band
Pam Trager,1,All the President's Men
Louise Fletcher,1,Exorcist II: The Heretic
Richard Nixon,1,All the President's Men
Bill M. Ryusaki,1,The Wrecking Crew
Bill Bradley,1,Time After Time
Tricia Sembera,1,Flash and the Firecat
Joanne King,1,The Thief Who Came to Dinner
J.P. Bumstead,1,The Best of Times
Sergio Calderon,1,The In-Laws
Patricia O'Neal,1,Nickelodeon
Michael Conrad,1,Harry and Walter Go to New York
Bill Grant,1,Exorcist II: The Heretic
Neil Hunt,1,Firefox
Mitchell Bock,1,History of the World: Part I
Victoria Risk,1,A Reflection of Fear
Tina Turner,1,Sgt. Pepper's Lonely Hearts Club Band
Lucia Canales,1,Bite the Bullet
Christopher Walken,1,"Next Stop, Greenwich Village"
Eadie Del Rubio,1,Americathon
Curtis Mayfield,1,Sgt. Pepper's Lonely Hearts Club Band
Liz Roberson,1,Time After Time
Alfredo Alvarez Calderon,1,Absence of Malice
Sherry Peterson,1,Thank God It's Friday
Michael Kane,1,Three Days of the Condor
Klaus Schichan,1,$
Mae Questel,1,Funny Girl
Bob Thompson,1,Funny Girl
George Pravda,1,Firefox
Jimmy Weldon,1,Americathon
Fritz Wepper,1,Cabaret
Arthur Space,1,The Swarm
Leonard Frey,1,Up the Academy
Lorna Thayer,1,Cisco Pike
D.C. LaRue,1,Sgt. Pepper's Lonely Hearts Club Band
Richard Anderson,1,Doctors' Wives
Gene Dynarski,1,All the President's Men
Richard Karie,1,The Gumball Rally
Ralph Bellamy,1,Doctors' Wives
Phillip Littell,1,Firefox
Randy Edelman,1,Sgt. Pepper's Lonely Hearts Club Band
Larry Duran,1,Lost Horizon
Jessica James,1,"Hook, Line and Sinker"
Howard Jeffrey,1,Funny Girl
George Furth,1,Blazing Saddles
Carol Arthur,1,Blazing Saddles
Beverly Hope Atkinson,1,The New Centurions
Pepper Martin,1,The Wrecking Crew
Joel Grey,1,Cabaret
Ann Wedgeworth,1,Scarecrow
Ben Lessy,1,The Love Machine
Danny Rees,1,Harry and Walter Go to New York
Sean Moran,1,Sgt. Pepper's Lonely Hearts Club Band
John Mayhan,1,Americathon
Michael Z. Gordon,1,Bob & Carol & Ted & Alice
Kai Wulff,1,Firefox
Helen Vita,1,Cabaret
Ralph Waite,1,The Pursuit of Happiness
Kathleen Maguire,1,Willie & Phil
Steve Lawrence,1,Stand Up and Be Counted
Sid Gould,1,History of the World: Part I
Jack Verbois,1,Nickelodeon
Jane Hitchcock,1,Nickelodeon
Michael LeClair,1,From Noon Till Three
George Carlin,1,Americathon
Ray Schmidt,1,Blume in Love
Yaphet Kotto,1,Report to the Commissioner
Lee Harris,1,Cactus Flower
Jackie Lomax,1,Sgt. Pepper's Lonely Hearts Club Band
Jerry Toomey,1,The Swarm
Bill Nash,1,Up the Academy
Philip Kenneally,1,Harry and Walter Go to New York
Jeri Jamerson,1,Funny Girl
M. Hisaka,1,The Yakuza
Ben Lokey,1,Sgt. Pepper's Lonely Hearts Club Band
Kristin Andersen,1,Funny Girl
Woody Chambliss,1,Sgt. Pepper's Lonely Hearts Club Band
Buddy Van Horn,1,Bite the Bullet
Dee Carroll,1,The Stunt Man
Arlyn E. Loynd,1,Funny Girl
George Wallace,1,The Stunt Man
Pamela Stephenson,1,History of the World: Part I
Louise De Carlo,1,Harry and Walter Go to New York
Zara Cully,1,Brother John
Rosemary Johnston,1,Blazing Saddles
Chester Hayes,1,Americathon
Tyann Means,1,Modern Romance
Dash Crofts,1,Sgt. Pepper's Lonely Hearts Club Band
Marj Dusay,1,Pendulum
Richard O'Barry,1,Absence of Malice
Catherine Chase,1,The Frisco Kid
Steve Bonino,1,Three Days of the Condor
Curt Ayers,1,Mortuary
Robert A. Bowen,1,The Love Machine
Lou Mulford,1,History of the World: Part I
Eric Olson,1,Viva Knievel!
Henny Youngman,1,History of the World: Part I
Ken Marshall,1,Tilt
Dorothy James,1,Bobby Deerfield
John Frayer,1,Funny Girl
Harriet Brown,1,Tilt
Brooke Palance,1,40 Carats
Tommy Citera,1,Up the Academy
George W. Etter,1,The Electric Horseman
Sally Marr,1,Bob & Carol & Ted & Alice
Ed Danus,1,The Gumball Rally
Bill Snider,1,The Swarm
Al Nalbandian,1,The Mad Room
Neil Jon,1,Lost Horizon
Dominic Barto,1,The Owl and the Pussycat
Marty Anka,1,Capricorn One
Jessamine Milner,1,Blazing Saddles
Brass Adams,1,The In-Laws
Audrianne Waters,1,Scarecrow
Alfred Shelly,1,The Gumball Rally
Linda McCartney,1,Sgt. Pepper's Lonely Hearts Club Band
Robert Mitchum,1,The Yakuza
Henry Silva,1,Wrong Is Right
Robert Preston,1,Mame
Nancy Kwan,1,The Wrecking Crew
Howard Leese,1,Sgt. Pepper's Lonely Hearts Club Band
Jack Baran,1,Renaldo and Clara
George Chiang,1,Mame
Benny Rubin,1,"Hook, Line and Sinker"
Peter Noone,1,Sgt. Pepper's Lonely Hearts Club Band
Curt Lowens,1,Firefox
Stanley J. Skearton,1,The Thief Who Came to Dinner
Tom Pedi,1,St. Ives
Ed. Weinberger,1,Modern Romance
Gui Andrisano,1,"Next Stop, Greenwich Village"
Ken Adam,1,The Owl and the Pussycat
Andrew Winner,1,Nickelodeon
Rudy Battaglia,1,Funny Girl
Fred Spencer,1,Americathon
Cynthia Burr,1,Altered States
Arthur Tell,1,Funny Girl
Luther Adler,1,Absence of Malice
Michael Genne,1,Tilt
Glenda Grainger,1,"Hook, Line and Sinker"
Christine Dickinson,1,History of the World: Part I
Jay Loft-Lyn,1,Blazing Saddles
Clive Halliday,1,The Comic
Luce Rains,1,Thank God It's Friday
Bruce Davison,1,Mame
Howard Henderson,1,Funny Girl
Lee Bryant,1,Capricorn One
Alvin Greenman,1,The Frisco Kid
Peter Falk,1,The In-Laws
John Glover,1,Shamus
Russell Johnson,1,Three Days of the Condor
Michael Bell,1,Brother John
Harry Carey Jr.,1,Nickelodeon
Carl Carlsson,1,Americathon
Frank De Vol,1,The Frisco Kid
Debra Mooney,1,Tootsie
E.G. Marshall,1,The Pursuit of Happiness
Douglas Henderson,1,Pendulum
Barbara Heller,1,The Comic
Mike Road,1,Modern Romance
Akiyama,1,The Yakuza
Hawk Koch,1,Bob & Carol & Ted & Alice
Donald Pleasence,1,Sgt. Pepper's Lonely Hearts Club Band
Trayce Johnson,1,"Hook, Line and Sinker"
Wes Dawn,1,The Gumball Rally
Glenn Carlson,1,Time After Time
Rusty Goffe,1,History of the World: Part I
Val Avery,1,Harry and Walter Go to New York
Penny Fuller,1,All the President's Men
Tommy McLain,1,The Drowning Pool
Don F. Dunwell,1,Wrong Is Right
Kerry Sullivan,1,Wrong Is Right
Delos V. Smith Jr.,1,Sgt. Pepper's Lonely Hearts Club Band
Ilse Earl,1,Absence of Malice
Carol Channing,1,Sgt. Pepper's Lonely Hearts Club Band
Ron Veto,1,Lost Horizon
Al Avalon,1,Funny Girl
Robin Menken,1,Thank God It's Friday
Michael Champion,1,History of the World: Part I
Alvy Moore,1,Mortuary
Jim Haynie,1,Time After Time
Abe Lax,1,Funny Girl
William Bassett,1,1776
Don Stark,1,Tilt
Pamela V. Kobbe,1,Wrong Is Right
Barbara Lindsay,1,Up the Academy
Ruth Carlsson,1,Americathon
Henry Slate,1,The Shootist
Rozsika Halmos,1,The In-Laws
Arthur French,1,Three Days of the Condor
Frankie Verroca,1,"Next Stop, Greenwich Village"
Daniel Valdez,1,The China Syndrome
Charles Lloyd Kephart,1,Up the Academy
Michael Bates,1,Tilt
Elaine Joyce,1,Funny Girl
Max Julien,1,Getting Straight
Jef Labes,1,Americathon
Ed Rue,1,Sweet Sweetback's Baadasssss Song
Hank Stohl,1,Capricorn One
Jim Steck,1,History of the World: Part I
Richard Anders,1,Getting Straight
Robin Williams,1,The Best of Times
Rosemary Eliot,1,Up the Academy
Doug Morrisson,1,Time After Time
Miiko Taka,1,Lost Horizon
Carol Culver,1,Sgt. Pepper's Lonely Hearts Club Band
Nawana Davis,1,Cisco Pike
Shelly Parsons,1,Thank God It's Friday
Dick Crockett,1,Blazing Saddles
Jo Leb,1,Sgt. Pepper's Lonely Hearts Club Band
Lorie Busk,1,Stand Up and Be Counted
Eiji Go,1,The Yakuza
Wolfgang Kieling,1,$
Kiva Lawrence,1,Wrong Is Right
David Arkin,1,All the President's Men
Lisa Sohm,1,History of the World: Part I
Robin Raymond,1,Pendulum
Marianne Gordon,1,The Love Machine
Luis Delgado,1,The Comic
John C. Flinn III,1,In Cold Blood
Karen Knapp,1,Exorcist II: The Heretic
Bob Neuwirth,1,Renaldo and Clara
Jerome Thor,1,St. Ives
Peter Russell,1,Sweet Sweetback's Baadasssss Song
Randy Doney,1,Mame
Tony Giorgio,1,The Wrecking Crew
Vince Flaherty,1,Pendulum
Brent Dunsford,1,Viva Knievel!
Los Nobles,1,Boulevard Nights
Gary Littlejohn,1,The Gumball Rally
Frank Adamo,1,The Comic
Barry Humphries,1,Sgt. Pepper's Lonely Hearts Club Band
Vicki Thal,1,Bob & Carol & Ted & Alice
Roy Kaye,1,The Frisco Kid
Johnny Timko,1,Viva Knievel!
K.T. Stevens,1,Bob & Carol & Ted & Alice
Michael Railsback,1,The Stunt Man
Brer Soul,1,Sweet Sweetback's Baadasssss Song
Herbert Mitchel,1,The Frisco Kid
Stephen Prutting,1,Tootsie
Mitchell Group,1,The In-Laws
Odd Williams,1,In Cold Blood
Billy Crane,1,Brother John
Jeff Bridges,1,Fat City
Carmen Dragon,1,The In-Laws
Darrell Larson,1,The China Syndrome
Eric Boles,1,Americathon
Craig Huxley,1,Funny Girl
Larry Ahlman,1,Americathon
Larry Moran,1,The Swarm
Joyce Worsley,1,Tootsie
Cecil Kellaway,1,Getting Straight
Tom Rosqui,1,The Pursuit of Happiness
Bernard Erhard,1,Firefox
Jimmy Nickerson,1,Hard Times
Linda Myers,1,Up the Academy
Annie Gagen,1,"Next Stop, Greenwich Village"
Peter Lawford,1,"Hook, Line and Sinker"
Michael Greene,1,Harry and Walter Go to New York
Monty Stickles,1,Freebie and the Bean
Joe Santos,1,Shamus
Jack Brodsky,1,Harry and Walter Go to New York
Almeteer LaFrance,1,Blazing Saddles
Anna Rodzianko,1,Sgt. Pepper's Lonely Hearts Club Band
Gary Wright,1,Sgt. Pepper's Lonely Hearts Club Band
Geno Andrews,1,Americathon
J. Steven Soles,1,Renaldo and Clara
Novella Nelson,1,An Unmarried Woman
Sarah Harris,1,The Electric Horseman
Margaret Whiting,1,Sgt. Pepper's Lonely Hearts Club Band
Michele Nichols,1,Mame
Wolfgang Kuhlman,1,$
Spiro Agnew,1,All the President's Men
Guy Way,1,In Cold Blood
Edit Angold,1,Bernardine
Howard Rice,1,Brother John
John Fiedler,1,Boulevard Nights
Kristine DeBell,1,Willie & Phil
Jeannine Irene,1,Americathon
William Hickey,1,"Happy Birthday, Wanda June"
Maurice Sneed,1,The In-Laws
Michael Prince,1,Three Days of the Condor
William Roerick,1,The Love Machine
Bert Bertram,1,Shamus
Valerie Landsburg,1,Thank God It's Friday
Phyllis Hill,1,Pendulum
Gregory Hines,1,History of the World: Part I
Owen Bush,1,Flash and the Firecat
James Hong,1,The In-Laws
Tom Steele,1,Blazing Saddles
Joseph La Cava,1,Mame
George 'Buck' Flower,1,Flash and the Firecat
Fritz Weaver,1,A Walk in the Spring Rain
Tom Mardirosian,1,Tootsie
Elizabeth St. Clair,1,The Love Machine
Geraldine Granger,1,Sgt. Pepper's Lonely Hearts Club Band
James Mapes,1,Shamus
Anne Travis,1,"Hook, Line and Sinker"
Bill Houston,1,The In-Laws
Donovan,1,Sgt. Pepper's Lonely Hearts Club Band
Jacques Sandulescu,1,The Owl and the Pussycat
D'Janine King-Lasky,1,The Gumball Rally
Richard Wirth,1,Tootsie
Jan Murray,1,History of the World: Part I
Stephanie Edwards,1,Stand Up and Be Counted
Ralph Smiley,1,The Comic
Edith Emelyne,1,Funny Girl
Francis X. McCarthy,1,Altered States
Morris the Cat,1,Shamus
Stephan Meldegg,1,Bobby Deerfield
J. Pat O'Malley,1,The Gumball Rally
Roger Til,1,Harry and Walter Go to New York
Gary Liddiard,1,The Electric Horseman
James Novak,1,The Electric Horseman
Peter Riegert,1,Americathon
Andy Albin,1,1776
Elizabeth Rogers,1,The Swarm
Myra Benson,1,Up the Academy
Amy Grossman,1,All the President's Men
Royce D. Applegate,1,History of the World: Part I
Dianne Steinberg,1,Sgt. Pepper's Lonely Hearts Club Band
Joe Simon,1,Sgt. Pepper's Lonely Hearts Club Band
Kirby Furlong,1,Mame
Sonny Grosso,1,Report to the Commissioner
Richard Libertini,1,The In-Laws
Nelson Tyler,1,The Stunt Man
Ron Poindexter,1,Funny Girl
Ernest Harden Jr.,1,Three Days of the Condor
Lisa Lucas,1,An Unmarried Woman
Rosalyn Marshall,1,St. Ives
Kirk Calloway,1,Summertree
Ralph Roberts,1,Cactus Flower
Gene Hartline,1,Time After Time
Cis Corman,1,Funny Girl
Murray Alper,1,"Hook, Line and Sinker"
Sid Caesar,1,History of the World: Part I
Nanci Roberts,1,Bob & Carol & Ted & Alice
Stefan Schnabel,1,Firefox
Norman Bartold,1,Capricorn One
George Wyner,1,All the President's Men
Arthur Brauss,1,$
Tom Cound,1,Funny Girl
Alvaro Carcano,1,The In-Laws
Jock MacKelvie,1,Pendulum
Lauren Bacall,1,The Shootist
Florence Clayton,1,Bob & Carol & Ted & Alice
Rudy De Luca,1,History of the World: Part I
Barbara Wilkin,1,"Hook, Line and Sinker"
Tony March,1,Wrong Is Right
Ted Hayden,1,Sweet Sweetback's Baadasssss Song
Jim Bacon,1,The Thief Who Came to Dinner
Michael Augustus,1,Sweet Sweetback's Baadasssss Song
Karen Lee,1,Funny Girl
Jenifer Taurins,1,The Swarm
Joseph Maher,1,Time After Time
Darrell Zwerling,1,Capricorn One
Susan Anspach,1,Blume in Love
Danny Alvarez,1,Boulevard Nights
Jack Carter,1,History of the World: Part I
Rob Stoner,1,Renaldo and Clara
Woody Eney,1,Firefox
Andrew Duncan,1,An Unmarried Woman
Marlina Vega,1,Boulevard Nights
Max Kleven,1,Hard Times
Michael Lerner,1,St. Ives
Carleton Rippel,1,Nickelodeon
Mews Small,1,Thank God It's Friday
Thordis Brandt,1,Funny Girl
Eileen Gordon,1,Three Days of the Condor
Jack T. Snow,1,Doctors' Wives
Jenny Hill,1,Blume in Love
Elizabeth Fleming,1,The Gumball Rally
Thomas Eagleton,1,All the President's Men
Barbara Wisbey,1,Up the Academy
Ivan Karp,1,An Unmarried Woman
Bryan Clark,1,All the President's Men
Cara Williams,1,Doctors' Wives
Lloyd Gough,1,Funny Girl
Fred Slyter,1,1776
Luther Rix,1,Renaldo and Clara
Ruth Tyrangel,1,Renaldo and Clara
David Pfeiffer,1,The China Syndrome
Patrick Cranshaw,1,Sgt. Pepper's Lonely Hearts Club Band
Dimitra Arliss,1,Firefox
Ora Rubinstein,1,Altered States
Robert F. Hoy,1,Bite the Bullet
Raymond Hatton,1,In Cold Blood
Casey Kasem,1,The Gumball Rally
Renata Vanni,1,Bob & Carol & Ted & Alice
Brenda A. Rohr,1,Up the Academy
Richard Lynch,1,Scarecrow
John Larroquette,1,Altered States
Wayne Mahan,1,Fat City
Red Buttons,1,Viva Knievel!
Paul Berlin,1,Tilt
Lance Rosen,1,Firefox
Michael Ryan,1,Tootsie
John Devlin,1,All the President's Men
Neil Armstrong,1,Time After Time
Fritz Manes,1,Firefox
Priscilla Pointer,1,Nickelodeon
Adam Kaufman,1,Funny Girl
Neil Elliot,1,Model Shop
Mickey Rooney,1,The Comic
Michelle Marvin,1,A Reflection of Fear
Jerry Franks,1,Bob & Carol & Ted & Alice
Frank Wills,1,All the President's Men
The Great John L.,1,The Comic
Rick Beckner,1,Modern Romance
Joseph Attles,1,The Pursuit of Happiness
Monti Rock III,1,Sgt. Pepper's Lonely Hearts Club Band
Bill Riddle,1,Nickelodeon
David Arnsen,1,The China Syndrome
James Lantz,1,In Cold Blood
Susette Carroll,1,History of the World: Part I
Katharine Crawford,1,A Walk in the Spring Rain
Geoffrey Lewis,1,Tilt
Alice Nunn,1,Mame
Boyd 'Red' Morgan,1,Blazing Saddles
Eleanor Audley,1,"Hook, Line and Sinker"
Tommy Lane,1,Shamus
Kenny Selko,1,The Frisco Kid
Charles White-Eagle,1,Altered States
William Daniels,1,1776
Anthony Quinn,1,A Walk in the Spring Rain
Richard Kleindienst,1,All the President's Men
Jerry Lewis,1,"Hook, Line and Sinker"
Nicholas Carbone,1,Scarecrow
Bert Williams,1,From Noon Till Three
Virginia Ann Ford,1,Funny Girl
Edward L. Moskowitz,1,Wrong Is Right
Gary Mule Deer,1,Tilt
Gail Strickland,1,The Drowning Pool
Mantan Moreland,1,The Comic
Linda Blair,1,Exorcist II: The Heretic
Jennifer Buchanan,1,Sgt. Pepper's Lonely Hearts Club Band
Margarita de Saa White,1,Funny Girl
Pat Boone,1,Bernardine
Florence Pepper,1,All the President's Men
Jodi Wexler,1,The Love Machine
Terri Tucker,1,Funny Girl
Christine Williams,1,Funny Girl
Tim McIntire,1,The Gumball Rally
F. Murray Abraham,1,All the President's Men
Dennis McMullen,1,The China Syndrome
Ed Kovens,1,The Pursuit of Happiness
Grisha Plotkin,1,Firefox
Pete Morrow,1,Doctors' Wives
Michael Miller,1,History of the World: Part I
Mariette Hartley,1,Marooned
Greater Liberty Baptist Church Choir and Congregation,1,Hard Times
Stan Barrett,1,Americathon
Christopher Michaels,1,The Love Machine
Larry Dusich,1,Sgt. Pepper's Lonely Hearts Club Band
Candy Castillo,1,Modern Romance
Denise McKenna,1,History of the World: Part I
Arlene Richards,1,The Mad Room
William Challee,1,From Noon Till Three
Yvonne Elliman,1,Sgt. Pepper's Lonely Hearts Club Band
Maximilian Schell,1,St. Ives
Art Lewis,1,"Hook, Line and Sinker"
Troy Melton,1,Blazing Saddles
Jet Sharon,1,Funny Girl
Inga Neilsen,1,Funny Girl
Stan Harris,1,The Love Machine
Kent Smith,1,Lost Horizon
Steve Railsback,1,The Stunt Man
Jerry Brown,1,Blazing Saddles
Suzanne Kent,1,History of the World: Part I
Herman Boden,1,Blazing Saddles
Ronald L. Schwary,1,Tootsie
Richard McMurray,1,1776
James D. Coddington,1,Up the Academy
Freddie McCloud,1,I Walk the Line
Norm Nielsen,1,Bobby Deerfield
Pert Kelton,1,The Comic
Jon Kowal,1,The Wrecking Crew
Maurice Argent,1,Freebie and the Bean
Ricky Renee,1,Cabaret
Tom Noel,1,Funny Girl
Christopher Cory,1,The Best of Times
Clifford A. Pellow,1,The Frisco Kid
Keith Allison,1,Sgt. Pepper's Lonely Hearts Club Band
Danny De La Paz,1,Boulevard Nights
Richard Gere,1,Report to the Commissioner
Deborah Raffin,1,40 Carats
Daniel J. Travanti,1,St. Ives
Don Sollars,1,In Cold Blood
Kam Tong,1,The Mad Room
Garrett McPherson,1,The Stunt Man
Chanin Hale,1,Stand Up and Be Counted
Jerry Gatlin,1,Bite the Bullet
Walter Pidgeon,1,Funny Girl
Paul Lynde,1,Hugo the Hippo
Michael Ansara,1,Stand Up and Be Counted
Jerry Days,1,Sweet Sweetback's Baadasssss Song
Heidi Sorenson,1,History of the World: Part I
Susan Tyrrell,1,Fat City
Richard Jaeckel,1,The Drowning Pool
Willie Nelson,1,The Electric Horseman
Christine Avila,1,Boulevard Nights
Richard Kiley,1,Pendulum
Robyn Lively,1,The Best of Times
Jonathan Ames,1,The Best of Times
David Proval,1,Harry and Walter Go to New York
Walley Pauley,1,Flash and the Firecat
Allyson Downey,1,Up the Academy
Garrett Scales,1,The Thief Who Came to Dinner
Mary Ann Hay,1,Sgt. Pepper's Lonely Hearts Club Band
Howard Itzkowitz,1,Thank God It's Friday
Roy Clark,1,Funny Girl
Kathryn Gresham-Lancaster,1,Tilt
Patrick Brennan,1,The Best of Times
Bobby Johnson,1,In Cold Blood
Jerry Hausner,1,Hugo the Hippo
Larry Silvestri,1,The Gumball Rally
John Wayne,1,The Shootist
Suzie Kaye,1,The Comic
Rhonda Fultz,1,In Cold Blood
Bobby Van,1,Lost Horizon
Sondra Locke,1,A Reflection of Fear
George Barrows,1,The Frisco Kid
Jack McDermott,1,Absence of Malice
Polly Holliday,1,All the President's Men
Laurence Fishburne,1,Willie & Phil
Jack Lilley,1,Blazing Saddles
Ron Weyand,1,Shamus
Bonnie Raitt,1,Sgt. Pepper's Lonely Hearts Club Band
Bobby Womack,1,Sgt. Pepper's Lonely Hearts Club Band
Dean Neel Goss,1,The Thief Who Came to Dinner
Steve Cole,1,Sweet Sweetback's Baadasssss Song
John Bleifer,1,The Frisco Kid
Stan Levitt,1,In Cold Blood
Anthony Columbia,1,Harry and Walter Go to New York
Vic Vallaro,1,The Electric Horseman
Jack Bowen Saunders,1,Funny Girl
Victoria Thompson,1,Funny Girl
Karen Hartman,1,Americathon
Barbara Cason,1,Exorcist II: The Heretic
Link Wyler,1,Flash and the Firecat
Lou Felder,1,Time After Time
Louis Turenne,1,"Happy Birthday, Wanda June"
Romolo Valli,1,Bobby Deerfield
Alan O'Day,1,Sgt. Pepper's Lonely Hearts Club Band
Burke Byrnes,1,The New Centurions
Elizabeth Barrington,1,Americathon
Roberto Caruso,1,The Stunt Man
Ron Clark,1,History of the World: Part I
Austin Pendleton,1,The Thief Who Came to Dinner
Stephen Elliott,1,Report to the Commissioner
Eldon Burke,1,Blazing Saddles
Keith Carradine,1,Sgt. Pepper's Lonely Hearts Club Band
Jimmy Briscoe,1,Americathon
Freddie Jones,1,Firefox
West Gale,1,Sweet Sweetback's Baadasssss Song
Jack Clifford Donahue,1,The Thief Who Came to Dinner
Booty Reed,1,Blazing Saddles
Dar Robinson,1,St. Ives
Ernie Mishko,1,Harry and Walter Go to New York
Charlie Callas,1,History of the World: Part I
James Oliver,1,Cisco Pike
Dick O'Neill,1,St. Ives
George Hickman,1,Mame
Duke Fishman,1,The Shootist
Eugene Jackson,1,40 Carats
David Rasche,1,An Unmarried Woman
Ed Crowley,1,Three Days of the Condor
Joanne Nail,1,The Gumball Rally
David Mink,1,Model Shop
Arnie Ross,1,Absence of Malice
Dick Dickinson,1,The Frisco Kid
Terris Hall,1,Freebie and the Bean
Mario Morales,1,Boulevard Nights
George Sasaki,1,Modern Romance
Cliff Gorman,1,An Unmarried Woman
Margot Kidder,1,Willie & Phil
Viola Harris,1,Funny Girl
Marco Peterson,1,The Love Machine
Jeff Doucette,1,The Best of Times
Kay Medford,1,Funny Girl
Ralph Meeker,1,I Walk the Line
John McMartin,1,All the President's Men
Caprice Walker,1,Funny Girl
Igor Zatsepin,1,Firefox
Steve Allen,1,The Comic
Byron Foulger,1,"Hook, Line and Sinker"
Josephine James,1,The Wrecking Crew
Gavin MacLeod,1,The Comic
Carole Monferdini,1,"Next Stop, Greenwich Village"
Dale Cline,1,Tilt
Gwen Verdon,1,Sgt. Pepper's Lonely Hearts Club Band
Hedley Mattingly,1,Lost Horizon
Ronnie Burns,1,Bernardine
Christiane Maybach,1,$
Tamara Elliot,1,Blume in Love
Armen Darakdjian,1,Scarecrow
Nicholas Colasanto,1,Fat City
Brooke Shields,1,Tilt
Gustaf Unger,1,Nickelodeon
Daniel Zacapa,1,Boulevard Nights
Elke Sommer,1,The Wrecking Crew
Marion Wayne,1,The Stunt Man
Tyrees Allen,1,Up the Academy
Brenda Smiley,1,Blume in Love
Michael Lopez,1,The Best of Times
Chuck Courtney,1,The Gumball Rally
Jeanne Sorel,1,Model Shop
Christine De Lisle,1,Thank God It's Friday
Kathy Pickle,1,Sgt. Pepper's Lonely Hearts Club Band
R.M. Wexler,1,Willie & Phil
Beverly Goodman,1,Three Days of the Condor
Damon Bradley Raskin,1,Americathon
Elizabeth Germaine,1,"Hook, Line and Sinker"
Bartlett Robinson,1,The Wrecking Crew
Barbara Anson,1,The Owl and the Pussycat
Stuart Pankin,1,"Next Stop, Greenwich Village"
Fred A. Nelson,1,The Best of Times
Dick DeCoit,1,The New Centurions
Scarlet Rivera,1,Renaldo and Clara
Monica Peterson,1,The Love Machine
Dennis Stewart,1,Sgt. Pepper's Lonely Hearts Club Band
Tereza Thaw,1,Bob & Carol & Ted & Alice
Dick Sargent,1,Bernardine
Peter De Anda,1,The New Centurions
Michael Jackson,1,The Love Machine
Horst Ebersberg,1,Bob & Carol & Ted & Alice
Anita Liebert,1,Americathon
Bettye Gardner,1,The Thief Who Came to Dinner
John Dullaghan,1,Sweet Sweetback's Baadasssss Song
David Huffman,1,Firefox
Jake Jacobs,1,The Love Machine
Cheryl Faye,1,Sgt. Pepper's Lonely Hearts Club Band
Kenny Endoso,1,Blazing Saddles
Kathy Martin,1,Funny Girl
Carol Coggin,1,All the President's Men
Christian Juttner,1,The Swarm
Patricia Matzdorff,1,Absence of Malice
Gerard Hernandez,1,Bobby Deerfield
Cheryl Christiansen,1,The Love Machine
Sandy Davidson,1,Capricorn One
Rose Portillo,1,Exorcist II: The Heretic
Raymond Kark,1,The Thief Who Came to Dinner
Larry Anthony,1,"Hook, Line and Sinker"
John Vick,1,Freebie and the Bean
